0.449626   123.154  3.78381
0.469287   122.147  1.72037
0.475131   120.814  0.952538
0.480829   121.018  0.97305
0.485768   120.754  1.48268
0.492713   120.855  0.646534
0.496172   120.678  0.370165
0.497472   120.691  0.269913
0.498219   120.687  0.37669
0.49897   120.711  0.140508
0.499484   120.681  0.277273
0.50007   120.692  0.196285
0.500103   120.676  0.37682
0.500417   120.62  1.62731
0.500629   120.684  0.162921
0.501061   120.686  0.209503
0.501043   120.677  0.334125
0.50129   120.685  0.286124
0.501083   120.691  0.19437
0.500352   120.675  0.902668
0.50041   120.687  0.17693
0.500495   120.679  0.327309
0.500363   120.67  0.476237
0.500631   120.682  0.333876
0.500868   120.685  0.195327
0.500871   120.709  0.176896
0.500799   120.683  0.35335
0.500493   120.661  0.337696
0.500361   120.709  0.199197
0.500744   120.682  0.404016
0.500674   120.673  0.39129
0.500727   120.695  0.162308
0.500797   120.69  0.441643
0.500842   120.694  0.144556
0.500921   120.682  0.255224
