0.560805   244.948  3.57057
0.530209   242.247  2.48464
0.523255   241.66  1.13864
0.519374   241.291  0.929052
0.506624   241.516  1.02698
0.503922   241.351  0.492575
0.501288   241.329  0.595102
0.502383   241.246  0.831228
0.50276   241.268  0.546825
0.502795   241.251  0.855152
0.503748   241.275  0.501393
0.503207   241.333  0.677995
0.503347   241.276  0.639777
0.502681   241.318  0.327102
0.501837   241.268  0.384872
0.500104   241.307  0.544843
0.501627   241.289  0.605348
0.502298   241.294  0.457953
0.501947   241.349  0.520054
0.502907   241.271  0.444961
0.503132   241.29  0.637468
0.502855   241.36  0.312745
0.502987   241.322  0.443282
0.502606   241.289  0.400361
0.501664   241.232  0.627092
0.502576   241.294  0.319179
0.503198   241.241  0.388647
