0.44175   246.91  4.02541
0.459127   242.536  2.09808
0.478816   242.238  1.68971
0.482466   241.483  1.00999
0.490552   241.662  0.773395
0.499334   241.093  0.769906
0.501077   241.25  0.449576
0.500996   241.33  0.610402
0.502263   241.322  0.399461
0.50234   241.204  1.10508
0.50184   241.334  0.343714
0.501999   241.252  0.351036
0.501272   241.238  0.33583
0.501032   241.277  0.525296
0.501246   241.266  1.08896
0.501891   241.294  0.640074
0.500985   241.382  0.312602
0.502193   241.329  0.355684
0.501766   241.225  0.91711
0.501211   241.21  3.89505
0.501357   241.212  0.463542
0.502916   241.206  0.795866
0.502387   241.285  0.432365
0.502924   241.159  1.94286
0.503358   241.3  0.340427
0.503066   241.272  1.48231
0.501946   241.297  1.28678
0.501427   241.307  0.457121
